ID,지역코드,기간코드,인허가일자,지번주소
603,111121,17,20110504,서울특별시 중구 남대문로5가 63-9 지하1층
604,111121,17,19990531,서울특별시 중구 무교동 95-0
605,111121,17,20031014,서울특별시 중구 오장동 148-18
606,111121,17,19860322,서울특별시 중구 필동2가 10 (지상1층)
607,111121,17,19850813,서울특별시 중구 황학동 629-0
608,111121,17,20030613,서울특별시 중구 남대문로5가 17-3번지 (지하1층)
609,111121,17,19850822,서울특별시 중구 을지로3가 296-11번지
610,111121,17,20130917,서울특별시 중구 을지로3가 291-40번지 지상2층
611,111121,17,20120618,서울특별시 중구 북창동 71-2번지 삼영빌딩 3층
612,111121,17,20120504,서울특별시 중구 초동 107-5번지 지상3층
613,111121,17,20120404,서울특별시 중구 초동 53-20번지 지상 3층
614,111121,17,20120220,서울특별시 중구 충무로3가 33-1번지
615,111121,17,20110920,서울특별시 중구 을지로6가 23번지 타임케슬 오피스텔 B102호
616,111121,17,20110708,서울특별시 중구 충무로3가 59-11번지 2층
617,111121,17,20030220,서울특별시 중구 주교동 43-25번지 지하1층
618,111121,17,19740331,서울특별시 중구 다동 117번지 지하1층
619,111121,17,19740331,서울특별시 중구 을지로5가 133-1번지
620,111121,17,20151110,서울특별시 중구 북창동 103-2번지 2층
621,111121,17,20051123,서울특별시 중구 충무로3가 34-8번지 (지상2층)
622,111121,17,20121108,서울특별시 중구 광희동1가 182-39 지상2층
623,111121,17,20000601,서울특별시 중구 다동 88-0번지 지하15호
624,111121,17,19830423,서울특별시 중구 산림동 207-1번지
625,111121,17,20000415,서울특별시 중구 북창동 10-4번지 지하1층
626,111121,17,20000330,서울특별시 중구 서소문동 89-0번지
627,111121,17,20000302,서울특별시 중구 수표동 62-4번지
628,111121,17,20000221,서울특별시 중구 을지로3가 296-2번지 지하1층
629,111121,17,20001212,서울특별시 중구 을지로3가 348-7번지 2층
630,111121,17,20001120,서울특별시 중구 신당동 247-14번지
631,111121,17,20000210,서울특별시 중구 남창동 169-4번지 지하1층
632,111121,17,20000814,서울특별시 중구 태평로2가 330-2번지
633,111121,17,20000705,서울특별시 중구 저동2가 76-6번지
634,111121,17,20000703,서울특별시 중구 태평로1가 31-19번지
635,111121,17,20001020,서울특별시 중구 북창동 63-0번지
636,111121,17,20001014,서울특별시 중구 광희동1가 187-2번지
637,111121,17,19891014,서울특별시 중구 명동2가 2-20번지 지하1층
638,111121,17,19890804,서울특별시 중구 북창동 71-1번지
639,111121,17,20000426,서울특별시 중구 북창동 136-0
640,111121,17,19890529,서울특별시 중구 명동2가 2-21번지
641,111121,17,19881006,서울특별시 중구 신당동 366-144번지
642,111121,17,20051201,서울특별시 중구 을지로3가 320-12번지 (지하1층)
643,111121,17,20051125,서울특별시 중구 남대문로5가 14-3번지 (지상3층)
644,111121,17,20020109,서울특별시 중구 남대문로3가 91번지 외1 지상1층
645,111121,17,19770910,서울특별시 중구 남대문로5가 36-1번지
646,111121,17,19770809,서울특별시 중구 의주로2가 30-5번지
647,111121,17,19770415,서울특별시 중구 명동1가 38-3번지
648,111121,17,19770415,서울특별시 중구 다동 35-0번지
649,111121,17,19770309,서울특별시 중구 주교동 176-8번지
650,111121,17,19770201,서울특별시 중구 광희동1가 145-2번지
651,111121,17,19770129,서울특별시 중구 필동1가 3-5번지 지하 1층
652,111121,17,19770108,서울특별시 중구 태평로2가 68-6번지
653,111121,17,19770105,서울특별시 중구 북창동 18-1번지
654,111121,17,19761230,서울특별시 중구 남산동2가 31-1번지
655,111121,17,19761230,서울특별시 중구 남산동2가 31-1번지
656,111121,17,19761223,서울특별시 중구 무학동 6-0번지
657,111121,17,19761218,서울특별시 중구 남대문로5가 12-38번지
658,111121,17,19761029,서울특별시 중구 서소문동 168-9번지
659,111121,17,19760623,서울특별시 중구 충무로2가 61-3번지
660,111121,17,19760610,서울특별시 중구 황학동 844-0번지
661,111121,17,19760515,서울특별시 중구 황학동 753-1번지
662,111121,17,19760508,서울특별시 중구 흥인동 49-7번지
663,111121,17,20011231,서울특별시 중구 저동2가 76번지 지상2층
664,111121,17,20011224,서울특별시 중구 충무로3가 57-11번지 지하1층
665,111121,17,20011217,서울특별시 중구 명동2가 31-1번지 지상21층
666,111121,17,20011207,서울특별시 중구 다동 58-1번지 (지상3층)
667,111121,17,19731016,서울특별시 중구 을지로6가 18-74번지
668,111121,17,19730921,서울특별시 중구 북창동 18-9번지
669,111121,17,20151123,서울특별시 중구 북창동 118번지 2층
670,111121,17,19850821,서울특별시 중구 북창동 101-0번지
671,111121,17,19840828,서울특별시 중구 주교동 18-1번지
672,111121,17,19840725,서울특별시 중구 초동 107-4번지
673,111121,17,19840721,서울특별시 중구 남대문로5가 395-0번지
674,111121,17,19840616,서울특별시 중구 흥인동 66-23번지
675,111121,17,19840510,서울특별시 중구 흥인동 62-1번지
676,111121,17,19840430,서울특별시 중구 광희동1가 142-2번지
677,111121,17,19840426,서울특별시 중구 흥인동 66-6번지
678,111121,17,19840220,서울특별시 중구 을지로6가 21-31번지
679,111121,17,19840214,서울특별시 중구 북창동 104-0번지
680,111121,17,19830714,서울특별시 중구 다동 32-1번지
681,111121,17,19830521,서울특별시 중구 중림동 45-4번지
682,111121,17,19830513,서울특별시 중구 만리동2가 213-49번지
683,111121,17,19830430,서울특별시 중구 광희동1가 145-2번지
684,111121,17,19830423,서울특별시 중구 다동 170-1번지
685,111121,17,19830321,서울특별시 중구 소공동 1-0번지
686,111121,17,19830131,서울특별시 중구 북창동 11-5번지
687,111121,17,19850820,서울특별시 중구 황학동 371-47번지
688,111121,17,19850820,서울특별시 중구 황학동 371-47번지
689,111121,17,19850820,서울특별시 중구 황학동 371-47번지
690,111121,17,19981220,서울특별시 중구 다동 42-0번지
691,111121,17,19981220,서울특별시 중구 초동 106-0번지
692,111121,17,19981220,서울특별시 중구 무학동 62-5번지
693,111121,17,19981220,서울특별시 중구 황학동 111-1번지
694,111121,17,19981220,서울특별시 중구 북창동 105-0번지
695,111121,17,19981220,서울특별시 중구 회현동1가 92-6번지
696,111121,17,19981220,서울특별시 중구 의주로2가 18-21번지
697,111121,17,19941016,서울특별시 중구 황학동 514-0번지
698,111121,17,19931231,서울특별시 중구 남대문로5가 251-0번지
699,111121,17,19930521,서울특별시 중구 산림동 207-1번지
700,111121,17,19910201,서울특별시 중구 봉래동1가 88-1번지
701,111121,17,19900412,서울특별시 중구 충무로2가 51-1번지
702,111121,17,19900317,서울특별시 중구 북창동 13-3번지
703,111121,17,19900317,서울특별시 중구 남대문로4가 17-1번지
704,111121,17,19900212,서울특별시 중구 인현동2가 134-3번지
705,111121,17,19891107,서울특별시 중구 북창동 20-2번지
706,111121,17,20010525,서울특별시 중구 북창동 72-0번지
707,111121,17,19891107,서울특별시 중구 북창동 18-4번지
708,111121,17,19820210,서울특별시 중구 북창동 18-12번지
709,111121,17,19811023,서울특별시 중구 북창동 42-3번지 지하1층
710,111121,17,19810713,서울특별시 중구 의주로2가 312-0번지
711,111121,17,20070118,서울특별시 중구 장교동 22-17번지 (지상3층)
712,111121,17,19810107,서울특별시 중구 무교동 95-0번지
713,111121,17,19800724,서울특별시 중구 충무로2가 65-5번지
714,111121,17,19800716,서울특별시 중구 장충동2가 202-0번지
715,111121,17,19800430,서울특별시 중구 장충동1가 62-35번지
716,111121,17,19800211,서울특별시 중구 을지로1가 188-3번지 백남   16동   16호
717,111121,17,19791216,서울특별시 중구 주교동 150-0번지
718,111121,17,19790112,서울특별시 중구 충무로2가 60-3번지 지하1층
719,111121,17,19790106,서울특별시 중구 중림동 125-0번지
720,111121,17,20020515,서울특별시 중구 북창동 88-2번지 (3층)
721,111121,17,20020507,서울특별시 중구 을지로5가 19-13번지 지하1층
722,111121,17,20050114,서울특별시 중구 충무로2가 61-1번지 (지상2층)
723,111121,17,20041230,서울특별시 중구 명동2가 3-1번지 (지상2층)
724,111121,17,20041220,서울특별시 중구 을지로6가 18-95번지 (지상6층)
725,111121,17,19990521,서울특별시 중구 북창동 11-6번지
726,111121,17,19990518,서울특별시 중구 다동 58-1번지 지상4층
727,111121,17,19990515,서울특별시 중구 태평로2가 69-20번지
728,111121,17,19990514,서울특별시 중구 남대문로5가 21-1번지
729,111121,17,19990430,서울특별시 중구 태평로2가 68-6번지
730,111121,17,20070704,서울특별시 중구 북창동 71-1번지 (지하1층)
731,111121,17,20070125,서울특별시 중구 을지로2가 88-1번지
732,111121,17,20070117,서울특별시 중구 을지로5가 133-1번지 2층
733,111121,17,20061129,서울특별시 중구 주교동 24-1번지 외 6필지(지상2층)
734,111121,17,20000131,서울특별시 중구 다동 114-0번지
735,111121,17,20000129,서울특별시 중구 북창동 111-2번지
736,111121,17,20000128,서울특별시 중구 무교동 25-1번지
737,111121,17,20000125,서울특별시 중구 충무로3가 57-24번지
738,111121,17,19990427,서울특별시 중구 을지로2가 163-1번지
739,111121,17,19990423,서울특별시 중구 북창동 19-3번지
740,111121,17,19990416,서울특별시 중구 태평로2가 68-2번지
741,111121,17,19990410,서울특별시 중구 태평로2가 69-6번지
742,111121,17,19990410,서울특별시 중구 수표동 11-3번지
743,111121,17,19990401,서울특별시 중구 충무로2가 65-5번지
744,111121,17,19990331,서울특별시 중구 북창동 19-6번지
745,111121,17,19990327,서울특별시 중구 서소문동 99-4번지
746,111121,17,19981220,서울특별시 중구 황학동 375-0번지
747,111121,17,20000121,서울특별시 중구 다동 183-0번지
748,111121,17,20000107,서울특별시 중구 예관동 70-27번지 시사빌딩지층
749,111121,17,19991230,서울특별시 중구 다동 162-1번지
750,111121,17,19991227,서울특별시 중구 광희동1가 182-30번지
751,111121,17,19991224,서울특별시 중구 남산동2가 1-1번지
752,111121,17,19991206,서울특별시 중구 북창동 42-2번지
753,111121,17,19991206,서울특별시 중구 북창동 111-2번지
754,111121,17,19991206,서울특별시 중구 북창동 19-2번지
755,111121,17,19991206,서울특별시 중구 신당동 120-5번지
756,111121,17,19991202,서울특별시 중구 태평로2가 69-10번지
757,111121,17,19991126,서울특별시 중구 다동 160-0번지
758,111121,17,19991117,서울특별시 중구 삼각동 115-0번지
759,111121,17,19991113,서울특별시 중구 다동 120-0번지
760,111121,17,19991112,서울특별시 중구 을지로2가 148-5번지
761,111121,17,19991109,서울특별시 중구 충무로3가 25-2번지
762,111121,17,19991102,서울특별시 중구 인현동2가 96-1번지 567813
763,111121,17,20020422,서울특별시 중구 북창동 17-5번지 2층
764,111121,17,20020415,서울특별시 중구 다동 170-1번지 지하1층
765,111121,17,20020306,서울특별시 중구 태평로2가 68-9번지 지상2층
766,111121,17,20020305,서울특별시 중구 회현동2가 2-1번지 지상2층
767,111121,17,20021011,서울특별시 중구 광희동1가 103-1번지 (지하1층)
768,111121,17,20021001,서울특별시 중구 태평로1가 31-28번지 (지하1층)
769,111121,17,20020223,서울특별시 중구 북창동 125번지 외2필지 지상1층
770,111121,17,20020208,서울특별시 중구 북창동 99-2번지 지상2층
771,111121,17,20020117,서울특별시 중구 남대문로5가 17-11번지 지하1층
772,111121,17,19710415,서울특별시 중구 중림동 83-5번지
773,111121,17,19710415,서울특별시 중구 중림동 83-5번지
774,111121,17,19681231,서울특별시 중구 무교동 1-0번지
775,111121,17,19991021,서울특별시 중구 태평로2가 69-12번지
776,111121,17,19991016,서울특별시 중구 무교동 45-0번지
777,111121,17,19991009,서울특별시 중구 을지로2가 199-33번지
778,111121,17,19990922,서울특별시 중구 무교동 12-1번지
779,111121,17,19990922,서울특별시 중구 태평로2가 68-13번지
780,111121,17,19990918,서울특별시 중구 충무로1가 24-28번지
781,111121,17,20090703,서울특별시 중구 남대문로5가 84-20번지 지상1층
782,111121,17,19681109,서울특별시 중구 중림동 123-7번지
783,111121,17,19680725,서울특별시 중구 의주로2가 4-6번지
784,111121,17,19990909,서울특별시 중구 충무로5가 20-5번지
785,111121,17,19990818,서울특별시 중구 북창동 18-4번지
786,111121,17,19990816,서울특별시 중구 광희동1가 187-2번지
787,111121,17,19990812,서울특별시 중구 북창동 99-3번지
788,111121,17,19990807,서울특별시 중구 초동 21-2번지
789,111121,17,19990806,서울특별시 중구 태평로2가 318-1번지
790,111121,17,20131204,서울특별시 중구 북창동 134-1번지 지하1층
791,111121,17,20060608,서울특별시 중구 다동 188-0번지 (지상2층)
792,111121,17,20060414,서울특별시 중구 을지로6가 18-40번지 (지상3층)
793,111121,17,19990730,서울특별시 중구 태평로2가 69-2번지
794,111121,17,20080708,서울특별시 중구 저동2가 48-20번지 지하1층
795,111121,17,20080704,서울특별시 중구 광희동1가 263-2번지 외2필지 지하1층
796,111121,17,19881006,서울특별시 중구 신당동 366-144번지
797,111121,17,19880516,서울특별시 중구 북창동 82-0번지
798,111121,17,19880114,서울특별시 중구 충무로1가 22-2번지
799,111121,17,19880114,서울특별시 중구 충무로1가 22-2번지
800,111121,17,19871210,서울특별시 중구 다동 92-0번지
801,111121,17,19871028,서울특별시 중구 남학동 13-2번지 (지하1층)
802,111121,17,19990729,서울특별시 중구 다동 97-0번지
803,111121,17,19990726,서울특별시 중구 태평로2가 330-2번지 지상1층
804,111121,17,19990716,서울특별시 중구 인현동1가 141-2번지
805,111121,17,19990706,서울특별시 중구 수하동 40-2번지
806,111121,17,19990702,서울특별시 중구 북창동 20-2번지
807,111121,17,20080430,서울특별시 중구 회현동1가 199-6번지 지상5층
808,111121,17,20080411,서울특별시 중구 명동1가 45-1번지 지상3층
809,111121,17,20080324,서울특별시 중구 충무로3가 57-24번지 (지상3층)
810,111121,17,19870921,서울특별시 중구 북창동 134-1번지 (지상4~6층)
811,111121,17,19870911,서울특별시 중구 인현동2가 73-1번지
812,111121,17,19870827,서울특별시 중구 충무로2가 50-6번지
813,111121,17,19870420,서울특별시 중구 충무로2가 51-17번지
814,111121,17,19870420,서울특별시 중구 충무로2가 51-17번지
815,111121,17,19870316,서울특별시 중구 산림동 207-1번지
816,111121,17,19870202,서울특별시 중구 명동2가 2-8번지
817,111121,17,19870202,서울특별시 중구 충무로2가 64-5번지
818,111121,17,20011206,서울특별시 중구 을지로6가 18-131번지 지상7~8층
819,111121,17,20140408,서울특별시 중구 을지로6가 30-5번지 지상2층
820,111121,17,20140331,서울특별시 중구 을지로1가 32-0번지 2층
821,111121,17,19861217,서울특별시 중구 충무로3가 59-11번지
822,111121,17,20020927,서울특별시 중구 을지로5가 275-5번지 (지하1층)
823,111121,17,20020913,서울특별시 중구 광희동1가 143-2번지 (지하1층)
824,111121,17,20020905,서울특별시 중구 북창동 104-0번지 (1층)
825,111121,17,20020814,서울특별시 중구 충무로5가 19-7번지 (1층)
826,111121,17,20020704,서울특별시 중구 명동1가 43번지 (2층)
827,111121,17,20020626,서울특별시 중구 을지로5가 273-10번지 1층
828,111121,17,20020612,서울특별시 중구 필동1가 43-3번지 지하1층
829,111121,17,20020528,서울특별시 중구 을지로3가 335-2번지 지하1층
830,111121,17,19781118,서울특별시 중구 무학동 22-3번지
831,111121,17,19780623,서울특별시 중구 충무로2가 51-15번지
832,111121,17,19780303,서울특별시 중구 회현동1가 92-6번지
833,111121,17,19820224,서울특별시 중구 무교동 31-0번지
834,111231,17,20020327,서울특별시 영등포구 여의도동 43번지 미원빌딩314315호
835,111121,17,20040429,서울특별시 중구 을지로5가 275-6번지 (지상1층)
836,111121,17,20040323,서울특별시 중구 을지로2가 88-1번지 (지상2층)
837,111121,17,19850315,서울특별시 중구 흥인동 122-0번지
838,111121,17,19850221,서울특별시 중구 황학동 637-0번지
839,111121,17,19850126,서울특별시 중구 을지로2가 199-33번지
840,111121,17,19850126,서울특별시 중구 을지로5가 19-29번지
841,111121,17,20030110,서울특별시 중구 북창동 134-1번지 (지하1층)
842,111121,17,20030103,서울특별시 중구 을지로2가 148-1번지 (2층)
843,111121,17,20021217,서울특별시 중구 을지로3가 95-4번지 (2층)
844,111121,17,20021206,서울특별시 중구 북창동 122-0번지 (1~2층)
845,111121,17,20021203,서울특별시 중구 북창동 18-1번지 (지하1층지상1층)
846,111121,17,20021121,서울특별시 중구 산림동 207-1번지 (지하1층)
847,111121,17,20021106,서울특별시 중구 을지로6가 18-84번지 (3층)
848,111121,17,20021022,서울특별시 중구 신당동 120-5번지 (지하1층)
849,111121,17,19721116,서울특별시 중구 주교동 144-3번지
850,111121,17,19841207,서울특별시 중구 오장동 145-1번지
851,111121,17,19841114,서울특별시 중구 무학동 34-1번지
852,111121,17,19841114,서울특별시 중구 명동1가 34-1번지
853,111121,17,19841101,서울특별시 중구 오장동 139-3번지
854,111121,17,20021015,서울특별시 중구 태평로2가 69-6번지 (1층)
855,111231,17,20020202,서울특별시 영등포구 신길동 1377번지
856,111121,17,20050602,서울특별시 중구 만리동2가 24-2번지 (지하1층)
857,111121,17,20050504,서울특별시 중구 을지로2가 199-33번지 (지상8층)
858,111121,17,20050223,서울특별시 중구 광희동1가 188-5번지 (지상2층)
859,111121,17,19850820,서울특별시 중구 황학동 366-0번지
860,111121,17,19850820,서울특별시 중구 황학동 366-0번지
861,111121,17,19850820,서울특별시 중구 황학동 366-0번지
862,111121,17,19850820,서울특별시 중구 황학동 371-3번지
863,111121,17,19780111,서울특별시 중구 흥인동 261-2번지
864,111121,17,19771025,서울특별시 중구 수하동 67번지 미래에셋 CENTER 1
865,111121,17,20011101,서울특별시 중구 신당동 247-16번지 지하1층
866,111121,17,20011019,서울특별시 중구 충무로2가 61-1번지 지상 2층
867,111121,17,20011018,서울특별시 중구 남대문로5가 12-8번지
868,111121,17,20010921,서울특별시 중구 회현동1가 194-34번지
869,111121,17,20010823,서울특별시 중구 만리동2가 226-1번지
870,111121,17,20010619,서울특별시 중구 을지로4가 162-8번지 지하1층
871,111121,17,20010522,서울특별시 중구 남대문로5가 12-38번지
872,111121,17,20010518,서울특별시 중구 북창동 66-0번지 지하1층
873,111121,17,19841025,서울특별시 중구 을지로6가 18-119번지
874,111121,17,20091028,서울특별시 중구 을지로6가 18-130번지 (지상9층)
875,111121,17,20091023,서울특별시 중구 을지로6가 18-130번지 (지상8층)
876,111121,17,20090902,서울특별시 중구 을지로6가 18-21번지 굿모닝시티 8층
877,111121,17,19981220,서울특별시 중구 의주로2가 49-1번지
878,111121,17,19730523,서울특별시 중구 초동 21-1번지
879,111121,17,19730303,서울특별시 중구 정동 1-54번지
880,111121,17,19730214,서울특별시 중구 충무로3가 26-1번지 지상1층
881,111121,17,19730119,서울특별시 중구 북창동 71-4번지 지상2층
882,111121,17,19760508,서울특별시 중구 을지로3가 334-10번지
883,111121,17,19760504,서울특별시 중구 충무로1가 24-11번지
884,111121,17,19760415,서울특별시 중구 을지로6가 18-67번지
885,111121,17,19760410,서울특별시 중구 명동2가 53-12번지
886,111121,17,19760403,서울특별시 중구 회현동1가 202-191번지
887,111121,17,19760308,서울특별시 중구 명동1가 6-0번지
888,111121,17,19760308,서울특별시 중구 장충동2가 5-5번지
889,111121,17,19730111,서울특별시 중구 신당동 292-112번지
890,111121,17,19730108,서울특별시 중구 만리동2가 188-3번지
891,111121,17,19721127,서울특별시 중구 주교동 95-1번지
892,111121,17,19720807,서울특별시 중구 충무로1가 23-1번지
893,111121,17,19720701,서울특별시 중구 무학동 47-2번지
894,111121,17,19720329,서울특별시 중구 태평로1가 61-1번지
895,111121,17,19720303,서울특별시 중구 남산동2가 1-1번지
896,111121,17,19720229,서울특별시 중구 인현동2가 73-1번지
897,111121,17,19710615,서울특별시 중구 황학동 2478-0번지
898,111121,17,19860808,서울특별시 중구 다동 92번지 지하2층
899,111121,17,19860604,서울특별시 중구 남학동 13-2번지
900,111121,17,19860603,서울특별시 중구 남대문로5가 63-13번지 14
901,111121,17,19860603,서울특별시 중구 을지로6가 29-1번지
902,111121,17,19860603,서울특별시 중구 신당동 120-4번지
903,111121,17,19860603,서울특별시 중구 산림동 207-1번지
904,111121,17,19860530,서울특별시 중구 을지로2가 148-37번지
905,111121,17,19850816,서울특별시 중구 초동 21-1번지
906,111121,17,19850814,서울특별시 중구 북창동 66-0번지
907,111121,17,19850814,서울특별시 중구 의주로2가 21-29번지
908,111121,17,19850814,서울특별시 중구 북창동 17-3번지 지상2~3층
909,111121,17,19850814,서울특별시 중구 을지로6가 21-29번지
910,111121,17,19850809,서울특별시 중구 황학동 536-0번지
911,111121,17,19850629,서울특별시 중구 북창동 17-1번지
912,111121,17,19850629,서울특별시 중구 중림동 10-1번지
913,111121,17,19850627,서울특별시 중구 중림동 71-0번지
914,111121,17,19850610,서울특별시 중구 북창동 122-0번지
915,111121,17,19850530,서울특별시 중구 수표동 56-14번지
916,111121,17,20100716,서울특별시 중구 태평로2가 69-20번지 (지상2층)
917,111121,17,20100623,서울특별시 중구 남대문로5가 84-20번지 (지상3층)
918,111121,17,19850819,서울특별시 중구 중림동 69-9번지
919,111121,17,20100428,서울특별시 중구 회현동3가 10번지 (지상1층)
920,111121,17,20100416,서울특별시 중구 충무로2가 62-9번지 지하2층
921,111121,17,20091223,서울특별시 중구 충무로4가 32-16번지 지하1층
922,111121,17,20091105,서울특별시 중구 다동 92번지 지하2층
923,111121,17,19860513,서울특별시 중구 흥인동 182-39번지
924,111121,17,19860329,서울특별시 중구 다동 51-11번지
925,111121,17,19860309,서울특별시 중구 명동2가 32-5번지
926,111121,17,19860215,서울특별시 중구 봉래동1가 132-6번지
927,111121,17,19860131,서울특별시 중구 충무로2가 51-13번지
928,111121,17,19850419,서울특별시 중구 만리동1가 206-37번지
929,111121,17,19850402,서울특별시 중구 흥인동 62-8번지
930,111121,17,19850402,서울특별시 중구 흥인동 62-8번지
931,111121,17,19850318,서울특별시 중구 북창동 99-2번지
932,111121,17,20110520,서울특별시 중구 충무로3가 57-24번지 2층
933,111121,17,19990630,서울특별시 중구 충무로3가 49-0번지 지상1층
934,111121,17,19990629,서울특별시 중구 방산동 79-1번지
935,111121,17,19990615,서울특별시 중구 북창동 18-9번지
936,111121,17,19731123,서울특별시 중구 을지로5가 19-29번지
937,111121,17,19731026,서울특별시 중구 신당동 372-455번지
938,111121,17,20030710,서울특별시 중구 태평로2가 69-3번지
939,111121,17,20030627,서울특별시 중구 을지로3가 95-3번지 (1층)
940,111121,17,19850827,서울특별시 중구 충무로2가 51-15번지
941,111121,17,19850826,서울특별시 중구 회현동3가 10번지
942,111121,17,19850826,서울특별시 중구 을지로7가 112-1번지
943,111121,17,19850824,서울특별시 중구 광희동1가 289-0번지
944,111121,17,19850824,서울특별시 중구 광희동1가 289-0번지
945,111121,17,19850824,서울특별시 중구 흥인동 7-0번지
946,111121,17,19850824,서울특별시 중구 명동2가 89번지 지하1층
947,111121,17,19850823,서울특별시 중구 만리동2가 231-13번지
948,111121,17,19850822,서울특별시 중구 신당동 247-16번지
949,111121,17,19850822,서울특별시 중구 남대문로5가 214-0번지
950,111121,17,20020426,서울특별시 중구 북창동 118번지  119번지 3층
951,111121,17,19740331,서울특별시 중구 북창동 67-0번지
952,111121,17,19740331,서울특별시 중구 장충동1가 56-85번지
953,111121,17,19740331,서울특별시 중구 북창동 19-4번지
954,111121,17,19740207,서울특별시 중구 무학동 49-0번지
955,111121,17,20060921,서울특별시 중구 을지로6가 18-71번지 (지하1층)
956,111121,17,19740109,서울특별시 중구 충무로2가 66-6번지
957,111121,17,19731211,서울특별시 중구 명동2가 32-5번지
958,111121,17,20041018,서울특별시 중구 신당동 247-16번지 지하1층
959,111121,17,20040922,서울특별시 중구 충무로4가 32-16번지 (지하1층)
960,111121,17,20040719,서울특별시 중구 을지로2가 199-7번지 지상2층
961,111121,17,20040715,서울특별시 중구 남학동 13-2번지 (아스토리아호텔2층)
962,111121,17,20000828,서울특별시 중구 명동2가 2-16번지 외2필지3층
963,111121,17,20000725,서울특별시 중구 다동 190-0번지
964,111121,17,20000724,서울특별시 중구 다동 191-0번지
965,111121,17,20000713,서울특별시 중구 다동 192-1번지 2호
966,111121,17,20000712,서울특별시 중구 다동 58-1번지
967,111121,17,20000708,서울특별시 중구 을지로6가 18-75번지
968,111121,17,20000706,서울특별시 중구 을지로2가 148-1번지
969,111121,17,20000705,서울특별시 중구 태평로2가 69-6번지
970,111121,17,20000703,서울특별시 중구 광희동1가 142-0번지
971,111121,17,20000628,서울특별시 중구 북창동 125-0번지 외2
972,111121,17,20001106,서울특별시 중구 수하동 40-2번지
973,111121,17,20001101,서울특별시 중구 남대문로4가 20-60번지
974,111121,17,20001101,서울특별시 중구 북창동 12-1번지
975,111121,17,20001014,서울특별시 중구 초동 21-2번지
976,111121,17,20010509,서울특별시 중구 황학동 2478-0번지 지하1층
977,111121,17,20010402,서울특별시 중구 북창동 123-0번지
978,111121,17,20010322,서울특별시 중구 북창동 111-2번지
979,111121,17,20010315,서울특별시 중구 을지로6가 18-130번지 지하1층
980,111121,17,20010212,서울특별시 중구 북창동 94-18번지 1층
981,111121,17,20010205,서울특별시 중구 서소문동 91-0번지 지하1층
982,111121,17,20000622,서울특별시 중구 다동 192-1번지 2호
983,111121,17,20010106,서울특별시 중구 남대문로3가 86-0번지 1층
984,111121,17,20010102,서울특별시 중구 다동 188-0번지
985,111121,17,20030611,서울특별시 중구 광희동1가 103-1번지 (2층)
986,111121,17,20030404,서울특별시 중구 북창동 125-0번지 (1층)
987,111121,17,20030327,서울특별시 중구 을지로1가 46-2번지 (1층)
988,111121,17,19830131,서울특별시 중구 다동 131-0번지 삼덕빌딩 지하
989,111121,17,19830131,서울특별시 중구 충무로5가 2-4번지
990,111121,17,19830131,서울특별시 중구 북창동 136-0번지
991,111121,17,19830102,서울특별시 중구 장충동2가 201-3번지
992,111121,17,20110407,서울특별시 중구 북창동 71-2번지 외3필지(지상3층)
993,111121,17,20101201,서울특별시 중구 인현동1가 102-5번지 지하1층
994,111121,17,20040205,서울특별시 중구 을지로6가 23-26번지 (지상2층)
995,111121,17,20031211,서울특별시 중구 을지로5가 273-4번지 (지하1층)
996,111121,17,20031110,서울특별시 중구 수표동 35-16번지 (지상2층)
997,111121,17,19820302,서울특별시 중구 북창동 75-0번지
998,111121,17,20060823,서울특별시 중구 을지로2가 199-7번지 (3층)
999,111121,17,19850820,서울특별시 중구 북창동 63-0번지
1000,111121,17,19850820,서울특별시 중구 황학동 371-39번지
1001,111121,17,19850820,서울특별시 중구 북창동 12-1번지
1002,111121,17,19850819,서울특별시 중구 북창동 13-3번지
1003,111121,17,19760308,서울특별시 중구 태평로1가 29-1번지
1004,111121,17,19760128,서울특별시 중구 을지로6가 18-133번지
1005,111121,17,19760117,서울특별시 중구 회현동1가 65-0번지
1006,111121,17,19760112,서울특별시 중구 장충동2가 186-9번지
1007,111121,17,19751210,서울특별시 중구 인현동2가 73-1번지
1008,111121,17,19751030,서울특별시 중구 황학동 945-0번지
1009,111121,17,19750701,서울특별시 중구 장충동2가 15-5번지
1010,111121,17,19750620,서울특별시 중구 북창동 131-2번지
1011,111121,17,19750604,서울특별시 중구 남창동 205-104번지
1012,111121,17,19741130,서울특별시 중구 초동 106-9번지
1013,111121,17,19740610,서울특별시 중구 북창동 20-1번지
1014,111121,17,19740406,서울특별시 중구 을지로2가 101-1번지
1015,111121,17,19851031,서울특별시 중구 의주로2가 4-0번지
1016,111121,17,19851012,서울특별시 중구 소공동 1-0번지
1017,111121,17,19850916,서울특별시 중구 북창동 5-2번지
1018,111121,17,19850830,서울특별시 중구 만리동2가 22-2번지
1019,111121,17,19850830,서울특별시 중구 충무로2가 65-5번지
1020,111121,17,19850829,서울특별시 중구 북창동 111-2번지
1021,111121,17,19850827,서울특별시 중구 황학동 1205-0번지
1022,111121,17,19850827,서울특별시 중구 충무로2가 50-5번지
1023,111121,17,19850827,서울특별시 중구 황학동 118-0번지
1024,111121,17,19850827,서울특별시 중구 충무로2가 51-15번지
1025,111121,17,19990730,서울특별시 중구 북창동 66-0번지
1026,111121,17,20000121,서울특별시 중구 태평로2가 68-1번지
