0,17,111191,682,11
1,17,111121,1029,18
2,17,111221,749,16
3,17,111151,748,17
4,17,111141,697,12
5,17,111241,670,17
6,17,111181,917,20
7,17,111131,711,12
8,17,111262,1071,19
9,17,111231,971,15
10,17,111251,861,19
11,17,111291,667,14
12,17,111171,563,9
13,17,111142,651,15
14,17,111123,1140,23
15,17,111201,858,17
16,17,111301,771,15
17,17,111274,741,16
18,17,111281,580,12
19,17,111261,1451,23
20,17,111152,817,20
21,17,111212,902,12
22,17,111273,1026,20
23,17,111161,977,24
24,17,111311,811,18
25,18,111273,1042,20
26,18,111221,768,16
27,18,111262,1102,19
28,18,111142,651,15
29,18,111121,1040,18
30,18,111251,885,19
31,18,111171,578,9
32,18,111161,979,24
33,18,111152,823,20
34,18,111191,688,11
35,18,111181,945,20
36,18,111301,787,15
37,18,111201,884,17
38,18,111291,672,14
39,18,111151,767,17
40,18,111281,583,12
41,18,111274,763,16
42,18,111311,833,18
43,18,111212,944,12
44,18,111131,701,12
45,18,111123,1150,23
46,18,111241,678,17
47,18,111231,980,15
48,18,111141,712,12
49,18,111261,1482,23
50,19,111151,1528,34
51,19,111241,1348,34
52,19,111131,1424,24
53,19,111311,1618,34
54,19,111123,2310,46
55,19,111191,1348,22
56,19,111251,1836,38
57,19,111273,2126,40
58,19,111221,1504,32
59,19,111301,1546,32
60,19,111201,1766,30
61,19,111231,1980,30
62,19,111274,1532,32
63,19,111171,1122,18
64,19,111141,1448,24
65,19,111152,1652,40
66,19,111281,1150,24
67,19,111121,2080,36
68,19,111261,3064,42
69,19,111161,1922,48
70,19,111262,2230,38
71,19,111181,1850,40
72,19,111212,1882,24
73,19,111291,1342,28
74,19,111142,1284,30
