0,17,111123,164257,23,6869
1,17,111121,134593,9,13514
2,17,111131,244444,21,11179
3,17,111142,312711,16,18551
4,17,111141,372298,17,21819
5,17,111152,366011,14,25748
6,17,111151,412780,18,22318
7,17,111161,455407,24,18533
8,17,111291,328002,23,13898
9,17,111171,346234,20,16752
10,17,111311,558075,35,15748
11,17,111181,491202,29,16534
12,17,111191,325028,17,18440
13,17,111201,385783,23,16174
14,17,111301,475018,17,27289
15,17,111212,608255,41,14679
16,17,111221,441559,20,21946
17,17,111281,253491,13,19469
18,17,111231,402024,24,16377
19,17,111241,408493,16,24978
20,17,111251,520929,29,17617
21,17,111262,445401,46,9480
22,17,111261,561052,39,14203
23,17,111273,671173,33,19813
24,17,111274,440359,24,17909
25,18,111123,163026,23,6817
26,18,111121,135633,9,13618
27,18,111131,245090,21,11209
28,18,111142,316463,16,18771
29,18,111141,371063,17,21746
30,18,111152,364338,14,25630
31,18,111151,408147,18,22067
32,18,111161,447687,24,18218
33,18,111291,322915,23,13683
34,18,111171,341649,20,16531
35,18,111311,548160,35,15468
36,18,111181,487666,29,16415
37,18,111191,323080,17,18331
38,18,111201,386359,23,16199
39,18,111301,468145,17,26894
40,18,111212,603611,41,14567
41,18,111221,438486,20,21793
42,18,111281,254021,13,19510
43,18,111231,403600,24,16441
44,18,111241,409385,16,25032
45,18,111251,520040,29,17587
46,18,111262,438163,46,9326
47,18,111261,547453,39,13859
48,18,111273,673507,33,19883
49,18,111274,431920,24,17564
50,19,111123,161869,23,6769
51,19,111121,136488,9,13704
52,19,111131,245185,21,11213
53,19,111142,308979,16,18327
54,19,111141,366972,17,21507
55,19,111152,363023,14,25537
56,19,111151,402024,18,21736
57,19,111161,454744,24,18505
58,19,111291,317695,23,13462
59,19,111171,335631,20,16245
60,19,111311,537303,35,15162
61,19,111181,484546,29,16308
62,19,111191,323171,17,18335
63,19,111201,385925,23,16180
64,19,111301,462285,17,26559
65,19,111212,598273,41,14438
66,19,111221,439371,20,21837
67,19,111281,251820,13,19341
68,19,111231,400986,24,16334
69,19,111241,408912,16,25003
70,19,111251,517334,29,17496
71,19,111262,435107,46,9261
72,19,111261,550209,39,13929
73,19,111273,682741,33,20156
74,19,111274,440390,24,17909
